country,GDP_YoY,CPI_YoY,FX_YoY,EX_YoY,CPIF_YoY,quarter,year,CPI_YoY_annual,FX_YoY_annual,US_GDP_YoY,CHN_GDP_YoY,COMMODITY_YoY,ENSO,PRITHVI_HEAT_STD,PRITHVI_MOISTURE_STD_OLD,PRITHVI_MOISTURE_EXTENT,PRITHVI_HEAT_EXTENT,GDP_YoY_star,CPI_YoY_star,FX_YoY_star,EX_YoY_star,country_add,dates,PRITHVI_MOISTURE_STD_ALL,PRITHVI_MOISTURE_STD,PRITHVI_MOISTURE_FARM,PRITHVI_MOISTURE_NO_FARM
BRA,7.019240964716733,5.501465123661897,62.06983805668016,-6.043450264,,7/1/99,1999,4.858364591327591,53.55605080406397,4.791118246732284,7.7,18.299252699131777,-1.16,-0.552917434,-1.346727063,0.2085470085470085,0.067824648,,5.496751600460323,5.966783486518482,8.348254693804542,BRA,1-Jul-99,0.000248947,-1.30E-05,-1.30E-05,-0.000152678
BRA,12.630055804729778,8.361596152745188,47.94407214362537,12.840899802229425,,10/1/99,1999,4.858364591327591,53.55605080406397,4.8235742707329665,6.8,34.541249578555444,-1.516666667,0.581494431,0.3350163866940746,0.01607389,0.054121864,,4.782060786024596,5.974408618930033,12.40291128670348,BRA,1-Oct-99,0.000186705,-2.58E-05,-2.58E-05,-0.000202761
BRA,6.804952313945334,7.872625713380899,1.469904717638859,21.821661829567866,,1/1/00,2000,7.054717050385112,2.1023069134423813,4.224744861233032,8.8,49.19810018035218,-1.433333333,0.026103695,1.4651692282709412,0.001847257,0.021091811,,4.4105442324981485,5.118643749336833,13.080776691227975,BRA,1-Jan-00,0.000259611,-2.18E-05,-2.18E-05,-0.000144516
BRA,4.763689809890503,6.582804049735702,1.7244303725900467,20.94909781,,4/1/00,2000,7.054717050385112,2.1023069134423813,5.2444568111355006,9.2,35.45952884948787,-0.84,-1.081343815,-0.346871824,0.074551971,0,,5.2136133579781845,10.848666485706998,13.415575280644827,BRA,1-Apr-00,0.000239224,-2.85E-05,-2.85E-05,-0.000191246
BRA,7.224945322764609,7.561886412590546,-4.090554254,33.10347249438455,,7/1/00,2000,7.054717050385112,2.1023069134423813,3.973172352551902,8.9,28.325668739012233,-0.56,-1.213503433,-1.024558385,0.086462641,0.023435346,,5.9885561048815195,6.733443182174881,9.382309117206628,BRA,1-Jul-00,0.000316805,-1.27E-05,-1.27E-05,-8.87E-05
BRA,4.084226966335813,6.201552025833301,9.305446818029296,17.746984427672686,,10/1/00,2000,7.054717050385112,2.1023069134423813,2.9055943095086967,7.6,21.655011882152778,-0.803333333,0.9176979141157744,0.3612686043988951,0.027722636,0.050620347,,6.336017106293712,14.049472908004129,7.718527941750552,BRA,1-Oct-00,0.000404893,-3.34E-06,-3.34E-06,-6.02E-05
BRA,7.787430107699333,6.211650853336859,23.72172917263098,13.469488399420882,,1/1/01,2001,6.834305775,28.84139541,2.1975051856706784,9.5,6.119343305575531,-0.613333333,0.4186153010827207,1.0981933682985114,0.012503446,0.068527709,,6.068836705499348,14.864553973478499,3.733448220326634,BRA,1-Jan-01,0.00023454,-7.37E-06,-7.37E-06,-0.000136829
BRA,7.896383491841141,6.997733795396455,28.06247220987106,5.428926862,,4/1/01,2001,6.834305775,28.84139541,0.9962983270431104,8.6,2.2584247938725266,-0.34,-0.990047297,-0.384793794,0.047173973,0.003308519,,5.62431255,10.900677069483704,2.3394071736531017,BRA,1-Apr-01,0.000120266,-5.88E-06,-5.88E-06,-0.000150653
BRA,7.103575066995571,6.635793151473424,44.90748277,-8.553747429,,7/1/01,2001,6.834305775,28.84139541,0.4892362925611015,8,-12.90081349,-0.096666667,-0.307577638,-1.306388965,0.1642817755720981,0.064750482,,5.249742676592115,8.330065152699735,0.2163358141990921,BRA,1-Jul-01,4.8000459393916e-05,-1.10E-05,-1.10E-05,-0.000209416
BRA,9.716725294143648,7.492045298517702,18.673897472628664,-10.69456621,,10/1/01,2001,6.834305775,28.84139541,0.1673182937314887,7.5,-27.77668744,-0.306666667,1.1695922169744812,0.3208577855033144,0.045754067,0.1147091259994485,,4.5668727772537165,8.793269215192423,-8.50578999,BRA,1-Oct-01,-2.11E-05,-7.19E-06,-7.19E-06,-0.000210089
BRA,8.168589542388993,7.627150208282263,7.497223251,-14.39115149,,1/1/02,2002,8.428026305041186,32.25508209490239,1.3372586567694578,9,-19.22828233,-0.06,0.7112020026502935,1.2481176111416894,0.010311552,0.049186656,,4.3182615886996345,4.293325036019941,-4.555510241,BRA,1-Jan-02,6.0421117452672e-05,-6.98E-06,-6.98E-06,-0.000132142
BRA,11.341631372427386,7.804495324375682,23.414782344516283,-16.78288527,,4/1/02,2002,8.428026305041186,32.25508209490239,1.3253787532159889,8.9,-7.631648184,0.35,-0.264959787,-0.418362578,0.07630273,0.017976289,,4.323177554352315,2.116380721,4.904656203128873,BRA,1-Apr-02,4.24349396035075e-05,-7.74E-06,-7.74E-06,-0.00013758
BRA,10.097884807665626,7.635178366176798,45.81913499344692,19.63791798308616,,7/1/02,2002,8.428026305041186,32.25508209490239,2.1465169830615416,9.7,5.328808119556538,0.9,0.027825172,-1.386922307,0.1740556934105321,0.098304384,,4.382552616987612,5.112209279586444,7.416441851783805,BRA,1-Jul-02,1.02068178045727e-05,-8.22E-06,-8.22E-06,-0.000171613
BRA,9.574280129907065,10.645281321330003,52.28918779099847,21.457460406472784,,10/1/02,2002,8.428026305041186,32.25508209490239,1.992524822195474,9.2,27.557985800658713,1.3633333333333333,1.839518008296396,0.1064034974140007,0.045092363,0.1745795423214778,,5.050357628702642,0.4256425867279616,14.763117264154427,BRA,1-Oct-02,-0.000143663,-1.98E-05,-1.98E-05,-0.000287881
