country,quarter,PRITHVI_HEAT_EXTENT
BRA,1998-04-01,0.0722773642128481
BRA,1998-07-01,0.1349048800661704
BRA,1998-10-01,0.09364488558036944
BRA,1999-01-01,0.05970499035015164
BRA,1999-04-01,0.0004962779156327543
BRA,1999-07-01,0.06782464846980975
BRA,1999-10-01,0.05412186379928315
BRA,2000-01-01,0.02109181141439206
BRA,2000-04-01,0.0
BRA,2000-07-01,0.023435346015991176
BRA,2000-10-01,0.05062034739454094
BRA,2001-01-01,0.0685277088502895
BRA,2001-04-01,0.0033085194375516956
BRA,2001-07-01,0.06475048249241798
BRA,2001-10-01,0.11470912599944859
BRA,2002-01-01,0.04918665563826854
BRA,2002-04-01,0.017976288944030878
BRA,2002-07-01,0.09830438378825475
BRA,2002-10-01,0.1745795423214778
BRA,2003-01-01,0.10612076095947064
BRA,2003-04-01,0.002150537634408602
BRA,2003-07-01,0.06499862145023436
BRA,2003-10-01,0.12511717673007997
BRA,2004-01-01,0.04025365315687896
BRA,2004-04-01,0.0037910118555279843
BRA,2004-07-01,0.06763165150261925
BRA,2004-10-01,0.157968017645437
BRA,2005-01-01,0.08751033912324235
BRA,2005-04-01,0.006727322856355115
BRA,2005-07-01,0.1331127653708299
BRA,2005-10-01,0.15361180038599395
